stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Tsao Han Wen\Desktop\GITHUB\hello_git\final\allegroRedemo\bin\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.06467] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06467] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.06467] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.06468] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.06468] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.06468] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.06469] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06469] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.06469] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06470] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.06470] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06471] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.06471] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.06471] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.06472] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.06472] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.06472] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06473] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.06473] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06473] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.06474] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06474] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.06474] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.06475] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.06475] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.06476] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.06476] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06476] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.06477] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06477] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.06477] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06478] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.06478] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.06479] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.06479] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.06479] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.06480] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06480] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.06480] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06481] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.06481] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.06481] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.06482] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06482] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06483] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06485] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06486] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06489] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06489] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06489] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06490] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06490] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06490] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06493] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06493] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06496] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06496] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06496] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06497] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06497] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06497] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06498] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06498] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06499] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06499] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06499] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06500] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06500] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06500] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06501] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06501] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06501] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06502] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06502] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06503] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06503] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06503] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06504] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06504] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06504] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06505] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06505] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06505] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06506] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06506] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06507] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06507] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06507] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06508] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06508] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06508] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06509] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06509] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06509] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06510] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06510] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06511] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06511] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06511] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06512] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06512] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06512] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06513] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06513] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06513] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06514] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06514] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06514] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06515] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06515] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06516] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06516] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06516] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06517] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06517] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06517] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06518] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06518] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06518] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06519] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06519] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06520] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.06521] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.06538] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.06539] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.13658] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.19242] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.19243] Success
d3d      D         d3d_disp.cpp:1691 d3d_create_display_internals     [   0.19245] Resumed after wait.
d3d      I         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.19247] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1755 d3d_create_display_internals     [   0.19249] Returning d3d_display: 000000000104BD90
d3d      D         d3d_disp.cpp:1780 d3d_create_display_locked        [   0.19249] al_display=000000000104BD90
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.19250] al_display->vt=000000000104BC20
system   D            wsystem.c:788  _al_win_safe_load_library        [   0.19273] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:699  load_library_at_path             [   0.19274] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:702  load_library_at_path             [   0.19318] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.19319] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.19409] added dtor for timer 00000000027389D0, func 0000000061AFE7A1
dtor     D               dtor.c:196  _al_register_destructor          [   0.19410] added dtor for queue 000000000273D020, func 0000000061AEBC0B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.19705] opening .\img\pirulen.ttf rb
font     D                ttf.c:937  al_load_ttf_font_stretch_f       [   0.19730] Font .\img\pirulen.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:939  al_load_ttf_font_stretch_f       [   0.19731]     ascent=31.0, descent=-8.0, height=38.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.19732] added dtor for ttf_font 00000000027352A0, func 0000000061BDEF64
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.19797] opening .\img\pirulen.ttf rb
font     D                ttf.c:937  al_load_ttf_font_stretch_f       [   0.19818] Font .\img\pirulen.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:939  al_load_ttf_font_stretch_f       [   0.19819]     ascent=24.0, descent=-6.0, height=29.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.19819] added dtor for ttf_font 0000000002735450, func 0000000061BDEF64
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.19873] Loading sample .\img\S31-Night Prowler.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.19873] opening .\img\S31-Night Prowler.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.19918] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.19919] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.19919] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.19920] total_samples 6735120
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.19920] total_size 26940480
dtor     D               dtor.c:196  _al_register_destructor          [   0.46058] added dtor for sample 000000000274B130, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.46170] Loading sample .\img\start.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.46171] opening .\img\start.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.46213] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.46214] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.46214] rate 48000
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.46214] total_samples 14108544
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.46215] total_size 56434176
dtor     D               dtor.c:196  _al_register_destructor          [   0.96759] added dtor for sample 000000000274B160, func 0000000061BEB67C
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.96920] opening .\img\pirulen.ttf rb
font     D                ttf.c:937  al_load_ttf_font_stretch_f       [   0.96935] Font .\img\pirulen.ttf loaded with pixel size 0 x 32.
font     D                ttf.c:939  al_load_ttf_font_stretch_f       [   0.96936]     ascent=31.0, descent=-8.0, height=38.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.96937] added dtor for ttf_font 000000000274B1F0, func 0000000061BDEF64
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.96989] opening .\img\main-bg.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.97084] opening .\img\gamewin-bg.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.97089] opening .\img\gameover-bg.png rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.97101] added dtor for bitmap 000000000D67CCA0, func 0000000061AC1BC7
dtor     D               dtor.c:196  _al_register_destructor          [   0.97110] added dtor for bitmap 000000000D538CC0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.97368] opening .\img\pirulen.ttf rb
font     D                ttf.c:937  al_load_ttf_font_stretch_f       [   0.97382] Font .\img\pirulen.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:939  al_load_ttf_font_stretch_f       [   0.97383]     ascent=24.0, descent=-6.0, height=29.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.97383] added dtor for ttf_font 000000000274A980, func 0000000061BDEF64
dtor     D               dtor.c:196  _al_register_destructor          [   0.97410] added dtor for bitmap 000000000D54F6C0, func 0000000061AC1BC7
dtor     D               dtor.c:196  _al_register_destructor          [   0.97650] added dtor for bitmap 000000000D552F00, func 0000000061AC1BC7
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.97692] Loading sample .\img\S31-Night Prowler.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.97693] opening .\img\S31-Night Prowler.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.97740] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.97741] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.97741] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.97741] total_samples 6735120
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.97742] total_size 26940480
dtor     D               dtor.c:196  _al_register_destructor          [   0.98318] added dtor for bitmap 000000000275C5F0, func 0000000061AC1BC7
dtor     D               dtor.c:196  _al_register_destructor          [   1.03195] added dtor for bitmap 000000000D54F980, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.03831] removed dtor for bitmap 000000000D67CCA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.04590] removed dtor for bitmap 000000000D54F6C0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.04664] opening .\img\settings.png rb
dtor     D               dtor.c:196  _al_register_destructor          [   1.04676] added dtor for bitmap 000000000275CCA0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.04687] opening .\img\settings2.png rb
dtor     D               dtor.c:196  _al_register_destructor          [   1.04693] added dtor for bitmap 000000000275CE30, func 0000000061AC1BC7
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.04701] Loading sample .\img\boss.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.04701] opening .\img\boss.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.04743] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.04743] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.04743] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.04744] total_samples 8009728
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.04744] total_size 32038912
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.09180] removed dtor for bitmap 000000000D538CC0
dtor     D               dtor.c:196  _al_register_destructor          [   1.22859] added dtor for sample 000000000274ABC0, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.23238] Loading sample .\img\start.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.23239] opening .\img\start.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.23282] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.23282] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.23283] rate 48000
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.23283] total_samples 14108544
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.23284] total_size 56434176
dtor     D               dtor.c:196  _al_register_destructor          [   1.37041] added dtor for sample 000000000274AB90, func 0000000061BEB67C
dtor     D               dtor.c:196  _al_register_destructor          [   1.74353] added dtor for sample 000000000274AA10, func 0000000061BEB67C
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.74700] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.74701]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.74702]  0.000000 0.707107
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82736] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82737] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82737] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82738] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82738] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82738] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82739] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82739] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82739] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.82740] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.82740] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.82740] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.82741] Chose bitmap format 9
font     D                ttf.c:238  alloc_glyph_region               [   1.82763] Glyph 53: 31x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82764] Locking glyph region: 000000000D5A1030 0 0 32 28
font     D                ttf.c:166  unlock_current_page              [   1.82798] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   1.82806] Glyph 82: 28x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82806] Locking glyph region: 000000000D5A1030 32 0 28 28
font     D                ttf.c:166  unlock_current_page              [   1.82812] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   1.82817] Glyph 67: 35x25 (36x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82818] Locking glyph region: 000000000D5A1030 60 0 36 28
font     D                ttf.c:166  unlock_current_page              [   1.82819] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   1.82825] Glyph 69: 29x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82826] Locking glyph region: 000000000D5A1030 96 0 32 28
font     D                ttf.c:166  unlock_current_page              [   1.82827] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   1.82834] Glyph 71: 26x25 (28x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82834] Locking glyph region: 000000000D5A1030 128 0 28 28
font     D                ttf.c:166  unlock_current_page              [   1.82840] Unlocking page: 000000000D5A1030
font     D                ttf.c:440  cache_glyph                      [   1.82841] Glyph 2 has zero size.
font     D                ttf.c:238  alloc_glyph_region               [   1.82847] Glyph 74: 30x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82848] Locking glyph region: 000000000D5A1030 156 0 32 28
font     D                ttf.c:166  unlock_current_page              [   1.82853] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   1.82860] Glyph 81: 32x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82860] Locking glyph region: 000000000D5A1030 188 0 32 28
font     D                ttf.c:166  unlock_current_page              [   1.82866] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   1.82871] Glyph 86: 31x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82872] Locking glyph region: 000000000D5A1030 220 0 32 28
font     D                ttf.c:166  unlock_current_page              [   1.82873] Unlocking page: 000000000D5A1030
font     D                ttf.c:238  alloc_glyph_region               [   1.82880] Glyph 84: 29x25 (32x28)
font     D                ttf.c:282  alloc_glyph_region               [   1.82880] Locking glyph region: 000000000D5A1030 252 0 32 28
font     D                ttf.c:166  unlock_current_page              [   1.82886] Unlocking page: 000000000D5A1030
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82920] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82921] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82921] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82921] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82922] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82922] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82925] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82926] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.82926] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.82926] Alpha doesn't match
